fish,event,set,troughIn,troughOut,gearDepth,gearType,fl,circ,hookLoc,clip,dna,gill,scaleBook,scaleNumber,pitLeader,pitID,floy,acoustic,acousticType,injury,scaleLoss,finDam,E1,E2,vor,tailGrab,bodyFlex,vent,ori,comment
CK151,CT2019_117,117,1727,1730,32,flasher,68,37,corner,Y,551,NA,117,2-Nov,989.0010306,20091,NA,NA,NA,0,0,0,3.2,1.8,0,0,0,0,0,
CK152,CT2019_117,117,1737,1739,32,flasher,61,31,corner,N,552,NA,117,13-14,989.0010306,20148,NA,NA,NA,0,0,0,1.2,0.8,0,0,0,0,0,
CK153,CT2019_117,117,1743,1746,32,flasher,52,28,corner,Y,553,NA,117,15-16,989.0010306,20083,NA,NA,NA,0,0,0,1.4,0.7,0,0,0,0,0,
CK154,CT2019_118,118,606,609,16,flasher,71,42,corner,Y,554,NA,117,17-18,989.0010306,20134,NA,NA,NA,0,0,0,13.4,6.8,0,0,0,0,0,
CK155,CT2019_118,118,617,620,16,flasher,70,42,corner,Y,555,NA,117,19-20,989.0010306,20142,NA,NA,NA,0,0,0,5.7,2.3,0,0,0,0,0,
CK156,CT2019_118,118,621,623,32,flasher,63,32,corner,Y,556,NA,117,21-22,989.0010306,20128,NA,NA,NA,0,0,0,4.1,2.1,0,0,0,0,0,
CK157,CT2019_118,118,625,630,24,flasher,79,43,corner,N,557,CF68,117,23-25,989.0010306,20138,69,7927,V13P,0,0,0,7.6,3.6,0,0,0,0,0,
CK158,CT2019_118,118,631,635,28,spoon,65,38,corner,Y,558,NA,117,26-27,989.0010306,20151,NA,NA,NA,3,1,0,4,2.7,0,0,0,0,0,
CK159,CT2019_119,119,636,638,16,flasher,63,36,corner,N,559,NA,117,28-29,989.0010306,20084,NA,NA,NA,0,0,0,5.3,2.1,0,0,0,0,0,
CK160,CT2019_119,119,639,643,24,flasher,71,44,corner,N,560,NA,117,30-32,989.0010306,20093,70,7928,V13P,0,0,0,3.9,2.3,0,0,0,0,0,no gill taken by accident
CK161,CT2019_119,119,647,650,16,flasher,69,42,corner,N,561,NA,117,33-34,989.0010306,20065,NA,NA,NA,2,0,0,6.5,3.1,0,0,0,0,0,heavy bleeding
CK162,CT2019_119,119,652,655,26,flasher,67,39,corner,Y,562,NA,117,35-36,989.0010306,20110,NA,NA,NA,0,0,0,5.9,2.7,0,0,0,0,0,
CK163,CT2019_119,119,656,658,16,spoon,62,33,corner,Y,563,NA,117,37-38,989.0010306,20099,NA,NA,NA,0,0,0,4.2,1.9,0,0,0,0,0,
CK164,CT2019_120,120,703,706,16,flasher,61,32,corner,N,564,NA,117,39-40,989.0010306,20154,NA,NA,NA,1,0,0,1,0.7,0,0,0,0,0,
CK165,CT2019_120,120,707,709,32,flasher,66,38,corner,N,565,NA,117,41-42,989.0010306,20152,NA,NA,NA,0,0,0,8.3,5.6,0,0,0,0,0,
CK166,CT2019_120,120,713,715,26,spoon,76,42,corner,N,566,NA,117,43-44,989.0010306,20121,NA,NA,NA,0,0,0,5.7,3.6,0,0,0,0,0,
CK167,CT2019_120,120,716,719,32,flasher,67,40,gill,Y,567,NA,117,45-46,989.0010306,20118,NA,NA,NA,0,0,0,6.2,3.8,0,0,1,0,1,hooked in gill
CK168,CT2019_120,120,722,727,24,flasher,70,40,eye,N,568,NA,117,48-49,989.0010306,20069,NA,NA,NA,2,0,0,9.5,4.5,0,0,0,0,0,
CK169,CT2019_120,120,727,731,32,flasher,92,57,corner,N,569,CF69,65294,3-Jan,989.0010306,20081,NA,NA,NA,1,0,0,8.9,8,0,0,0,0,0,"too much blood to tag, just gill"
CK170,CT2019_120,120,732,735,12,spoon,79,50,corner,Y,570,NA,65294,5-Apr,989.0010306,20146,NA,NA,NA,0,0,0,8.1,5.4,0,0,0,0,0,
CK171,CT2019_122,122,821,824,32,flasher,67,40,corner,N,571,NA,65294,8-Jun,989.0010306,20137,NA,NA,NA,0,0,0,8.5,6.1,0,0,0,0,0,
CK172,CT2019_123,123,854,857,16,flasher,83,49,corner,N,572,NA,65294,10-Sep,989.0010306,20160,NA,NA,NA,2,0,0,11.8,6.4,0,0,0,0,0,bad jaw wound
CK173,CT2019_123,123,857,900,20,spoon,78,46,corner,N,573,NA,65294,12-Nov,989.0010306,20105,NA,NA,NA,2,1,0,9.1,6.3,0,0,0,0,0,heavy bleeding
CK174,CT2019_123,123,901,905,24,flasher,78,42,corner,N,574,CF70,65294,13-14,989.0010306,20078,71,7929,V13P,1,0,0,11.2,7.6,0,0,0,0,0,
CK175,CT2019_124,124,906,909,24,flasher,72,44,corner,Y,575,NA,65294,15-16,989.0010306,20089,NA,NA,NA,0,0,0,6.2,3.6,0,0,0,0,0,
CK176,CT2019_124,124,910,913,30,spoon,60,34,corner,Y,576,NA,65294,17-18,989.0010306,20124,NA,NA,NA,0,0,0,6.1,4.1,0,0,0,0,0,
CK177,CT2019_124,124,914,917,12,spoon,72,40,corner,N,577,NA,65294,19-20,989.0010306,20119,NA,NA,NA,0,1,0,8.5,6,0,0,0,0,0,
CK178,CT2019_124,124,925,928,28,spoon,76,47,corner,Y,578,NA,65294,21-22,989.0010306,20123,NA,NA,NA,0,0,0,6.6,5.5,0,0,0,0,0,
CK179,CT2019_125,125,931,933,28,spoon,79,42,corner,Y,579,NA,65294,23-24,989.0010306,20111,NA,NA,NA,0,0,0,6.3,5.4,0,0,0,0,0,
CK180,CT2019_125,125,944,947,24,flasher,69,42,gill,N,580,NA,65294,25-26,989.0010306,20075,NA,NA,NA,0,0,0,9.5,5.7,0,0,0,0,1,hooked in gill
CK181,CT2019_125,125,948,951,28,spoon,78,44,corner,N,581,NA,65294,27-29,989.0010306,20116,NA,NA,NA,0,0,0,9.6,6.1,0,0,0,0,0,
CK182,CT2019_125,125,958,1000,32,flasher,72,41,gill,N,582,NA,65294,30-32,989.0010306,20067,NA,NA,NA,3,0,0,3.4,3.1,0,0,0,0,0,
CK183,CT2019_125,125,1003,1006,32,spoon,63,38,corner,N,583,NA,65294,33-34,989.0010306,20100,NA,NA,NA,0,0,0,6.1,3.6,0,0,0,0,0,
CK184,CT2019_126,126,1015,1017,32,spoon,71,45,corner,N,584,NA,65294,35-36,989.0010306,20122,NA,NA,NA,0,0,0,6.2,4.6,0,0,0,0,0,
CK185,CT2019_129,129,1200,1203,18,flasher,73,45,corner,N,585,NA,65294,37-38,989.0010306,20095,NA,NA,NA,0,0,0,12,6,0,0,0,0,0,
CK186,CT2019_129,129,1203,1208,22,spoon,82,54,corner,Y,586,CF71,65294,39-40,989.0010306,20115,72,7930,V13P,0,0,0,8.8,5.6,0,0,0,0,0,
CK187,CT2019_130,130,1225,1228,32,flasher,63,38,corner,Y,587,NA,65294,41-42,989.0010306,20070,NA,NA,NA,3,0,0,6.2,4.8,0,0,0,0,0,heavy bleeding
CK188,CT2019_130,130,1231,1234,32,flasher,83,48,corner,N,588,NA,65294,43-44,989.0010306,20097,NA,NA,NA,0,0,0,9.1,6.3,0,0,0,0,0,
CK189,CT2019_133,133,1402,1405,20,spoon,64,37,corner,Y,589,NA,65294,45-47,989.0010306,20086,NA,NA,NA,0,0,0,6,4.1,0,0,0,0,0,
CK190,CT2019_134,134,735,739,20,flasher,63,35,corner,N,801,NA,8001,4-Jan,989.0010306,20131,NA,NA,NA,0,1,0,11.3,7.6,0,0,0,0,0,
CK191,CT2019_134,134,745,750,24,spoon,77,44,corner,N,802,CF72,8001,8-May,989.0010306,20663,73,7931,V13P,0,0,0,9.4,6.3,0,0,0,0,0,
CK192,CT2019_135,135,816,819,14,flasher,76,44,corner,Y,803,NA,8001,12-Sep,989.0010306,20143,NA,NA,NA,0,0,1,11.5,6.3,0,0,0,0,0,
CK193,CT2019_136,136,848,851,20,spoon,74,45,corner,Y,804,NA,8001,16-20,989.0010306,20108,NA,NA,NA,1,0,1,6,2.8,0,0,0,0,0,
CK194,CT2019_141,141,1113,1118,20,spoon,80,47,corner,Y,805,CF73,8001,21-25,989.0010306,20102,74,7932,V13P,1,0,1,5.9,4.9,0,0,0,0,0,
CK195,CT2019_148,148,1432,1436,18,spoon,78,47,corner,Y,806,CF74,8001,26-30,989.0010306,20090,75,7933,V13P,0,0,1,5.1,3.6,0,0,0,0,0,
CK196,CT2019_148,148,1453,1457,30,flasher,77,47,corner,N,807,CF75,8001,31-35,989.0010306,20061,76,7934,V13P,1,0,2,7,4.6,0,0,0,0,0,bruise on dorsal musculature; gimp pelvic and pec fins on right side
CK197,CT2019_149,149,1513,1517,20,flasher,77,49,corner,Y,808,CF76,8001,36-40,989.0010306,20156,77,7935,V13P,0,0,1,5.7,4.2,0,0,0,0,0,
CK198,CT2019_153,153,743,749,15,flasher,88,49,snout,N,809,CF77,8001,41-45,989.0010306,20073,78,7936,V13P,0,1,1,9.1,5.9,0,0,0,0,0,
CK199,CT2019_155,155,845,848,10,spoon,66,39,snout,N,810,NA,8001,46-50,989.0010306,20103,NA,NA,NA,2,0,1,5.4,3.6,0,0,0,0,0,blood
CK200,CT2019_156,156,932,936,20,flasher,78,45,corner,N,811,CF78,8002,5-Jan,989.0010306,20077,79,7937,V13P,0,0,0,3.4,1.9,0,0,0,0,0,blood
CK201,CT2019_157,157,937,940,24,flasher,55,30,corner,Y,812,NA,8002,10-Jun,989.0010306,20072,NA,NA,NA,1,1,0,1.7,2.1,0,0,0,0,0,
CK202,CT2019_158,158,1008,1013,10,spoon,82,48,corner,Y,813,CF79,8002,15-Nov,989.0010306,19950,80,7938,V13P,0,0,0,9,5.7,0,0,0,0,0,
CK203,CT2019_158,158,1013,1018,6,spoon,80,49,corner,N,814,CF80,8002,16-20,989.0010306,19932,81,7939,V13P,0,0,1,4.9,3.8,0,0,0,0,0,RECAPTURED (see file)
CK204,CT2019_158,158,1018,1023,24,flasher,87,54,corner,N,815,CF81,8002,21-25,989.0010306,19907,82,8190,V13P,0,0,1,10.6,8.9,0,0,0,0,0,
CK205,CT2019_158,158,1032,1034,24,flasher,70,38,corner,Y,816,NA,8002,26-30,989.0010306,19877,NA,NA,NA,0,0,2,3.6,2.2,0,0,0,0,0,
CK206,CT2019_161,161,1140,1142,20,spoon,61,34,corner,Y,817,NA,8002,31-35,989.0010306,19876,NA,NA,NA,0,0,0,1.7,1.4,0,0,0,0,0,
CK207,CT2019_161,161,1150,1152,16,flasher,61,36,corner,N,818,NA,8002,36-40,989.0010306,19874,NA,NA,NA,0,0,0,7.8,4.5,0,0,0,0,0,
CK208,CT2019_162,162,1223,1228,24,flasher,77,47,corner,N,819,CF82,8002,41-45,989.0010306,19946,83,8191,V13P,1,0,0,7.1,6.1,0,0,0,0,0,jaw wound
CK209,CT2019_164,164,1324,1327,22,flasher,65,37,eye,Y,820,NA,8002,46-50,989.0010306,19866,NA,NA,NA,3,0,0,5.2,3,0,0,0,0,0,eye wound
CK210,CT2019_167,167,1502,1508,14,spoon,80,49,corner,N,821,CF83,8003,5-Jan,989.0010306,19863,84,8192,V13P,2,0,1,9,6.6,0,0,0,0,0,adipose shredded
CK211,CT2019_168,168,1512,1515,18,flasher,81,48,eye,N,822,NA,8003,10-Jun,989.0010306,19916,NA,NA,NA,2,0,0,4.3,2.4,0,0,0,0,0,eye wound; yellow mark
CK212,CT2019_168,168,1520,1523,16,spoon,75,45,corner,Y,823,NA,8003,15-Nov,989.0010306,19938,NA,NA,NA,2,0,1,6.7,4.4,0,0,0,0,0,lots of lice
CK213,CT2019_169,169,1537,1540,20,spoon,62,37,corner,Y,824,NA,8003,16-20,989.0010306,19915,NA,NA,NA,0,0,0,5.9,3.8,0,0,0,0,0,
CK214,CT2019_169,169,1553,1555,30,flasher,53,29,corner,Y,825,NA,8003,21-25,989.0010306,19917,NA,NA,NA,0,0,0,2.3,1.2,0,0,0,0,0,
CK215,CT2019_171,171,723,729,10,spoon,79,45,corner,N,826,CF84,8003,26-30,989.0010306,19908,85,8193,V13P,0,2,1,10.8,6.6,0,0,0,0,0,
CK216,CT2019_171,171,732,734,22,flasher,65,39,corner,N,827,NA,8003,31-35,989.0010306,19960,NA,NA,NA,0,0,0,9.3,6.1,0,0,0,0,0,
CK217,CT2019_172,172,752,756,18,flasher,80,46,eye,N,828,NA,8003,36-40,989.0010306,19873,NA,NA,NA,2,1,0,9.3,5.5,0,0,0,0,0,
CK218,CT2019_172,172,756,759,22,flasher,62,36,corner,N,829,NA,8003,41-45,989.0010306,19869,NA,NA,NA,0,0,0,6.2,3.9,0,0,0,0,0,
CK219,CT2019_174,174,834,836,18,flasher,80,47,corner,N,830,NA,8003,46-50,989.0010306,19878,NA,NA,NA,3,1,0,8.5,5.7,0,0,0,0,0,
CK220,CT2019_175,175,907,910,12,spoon,71,44,corner,Y,831,NA,8015,5-Jan,989.0010306,19924,NA,NA,NA,0,0,0,3.6,2.5,0,0,0,0,0,
CK221,CT2019_177,177,1001,1004,14,spoon,72,43,eye,N,832,NA,8015,10-Jun,989.0010306,19862,NA,NA,NA,3,0,0,6.5,4.1,0,0,0,0,0,
CK222,CT2019_177,177,1020,1023,24,flasher,54,28,corner,Y,833,NA,8015,NA,989.0010306,19910,NA,NA,NA,0,1,0,1.6,1.3,0,0,0,0,0,
CK223,CT2019_178,178,1056,1100,24,flasher,79,46,corner,N,834,CF85,8015,15-Nov,989.0010306,19922,86,8194,V13P,0,1,0,8.7,5.2,0,0,0,0,0,
CK224,CT2019_179,179,1114,1118,20,flasher,79,47,corner,Y,835,CF86,8015,16-20,989.0010306,19942,87,8195,V13P,1,0,0,5.7,3.3,0,0,0,0,0,
CK225,CT2019_179,179,1130,1132,24,flasher,54,31,corner,N,836,NA,8015,21-25,989.0010306,19883,NA,NA,NA,0,0,0,1.9,1.6,0,0,0,0,0,"duplicate PIT, replace with most likely alternative"
CK226,CT2019_180,180,1156,1200,18,flasher,77,45,corner,Y,837,CF87,8015,26-30,989.0010306,19904,88,8196,V13P,1,0,0,9.6,6.2,0,0,0,0,0,
CK227,CT2019_182,182,1251,1253,20,flasher,76,45,corner,Y,838,NA,8015,31-35,989.0010306,19913,NA,NA,NA,0,0,0,3.8,2.5,0,0,0,0,0,
CK228,CT2019_182,182,1254,1257,24,flasher,76,47,corner,N,839,NA,8015,36-40,989.0010306,19899,NA,NA,NA,2,0,0,9.3,6,0,0,0,0,0,
CK229,CT2019_184,184,1350,1352,24,flasher,70,39,corner,N,840,NA,8015,41-45,989.0010306,19893,NA,NA,NA,0,0,0,5.4,3.9,0,0,0,0,0,
CK230,CT2019_186,186,1456,1500,24,flasher,83,48,corner,N,841,CF88,8015,46-50,989.0010306,19861,89,8197,V13P,0,0,0,9.1,8.5,0,0,0,0,0,
CK231,CT2019_187,187,849,852,28,flasher,60,37,corner,Y,301,NA,8016,5-Jan,989.0010306,19894,NA,NA,NA,0,1,0,3.2,1.8,0,0,0,0,0,
CK232,CT2019_187,187,854,856,10,spoon,66,36,corner,Y,302,NA,8016,10-Jun,989.0010306,19881,NA,NA,NA,1,0,0,6.1,4.1,0,0,0,0,0,blood
CK233,CT2019_187,187,900,902,28,flasher,55,29,corner,Y,303,NA,8016,15-Nov,989.0010306,19948,NA,NA,NA,0,0,0,1.8,0.5,0,0,0,0,0,
CK234,CT2019_187,187,904,906,16,spoon,62,33,snout,Y,304,NA,8016,16-20,989.0010306,19928,NA,NA,NA,0,0,0,5.3,3.8,0,0,0,0,0,
CK235,CT2019_187,187,910,912,28,flasher,57,31,eye,N,305,NA,8016,21-25,989.0010306,19921,NA,NA,NA,2,0,0,3.4,1.9,0,0,0,0,0,eye wound
CK236,CT2019_187,187,917,919,10,spoon,61,33,gill,Y,306,NA,8016,26-30,989.0010306,19912,NA,NA,NA,3,0,0,3,1.8,0,0,0,0,0,
CK237,CT2019_187,187,922,924,28,flasher,62,35,corner,N,307,NA,8016,31-35,989.0010306,19875,NA,NA,NA,0,0,0,6.1,4.1,0,0,0,0,0,
CK238,CT2019_187,187,929,931,22,flasher,60,32,corner,Y,308,NA,8016,36-40,989.0010306,19949,NA,NA,NA,2,0,0,3,1.1,0,0,0,0,1,
CK239,CT2019_187,187,932,935,28,flasher,60,30,corner,Y,309,NA,8016,41-45,989.0010306,19889,NA,NA,NA,0,0,1,3.5,1.9,0,0,0,0,0,
CK240,CT2019_188,188,938,940,28,flasher,54,29,corner,Y,310,NA,8016,46-50,989.0010306,19897,NA,NA,NA,0,0,0,1.3,0.8,0,0,0,0,0,
CK241,CT2019_188,188,943,945,24,flasher,64,35,corner,N,311,NA,8004,5-Jan,989.0010306,19920,NA,NA,NA,0,1,0,6,5.6,0,0,0,0,0,
CK242,CT2019_188,188,947,952,28,flasher,72,47,corner,Y,312,CF89,8004,10-Jun,989.0010306,19944,90,8198,V13P,0,0,0,7.2,5.5,0,0,0,0,0,
CK243,CT2019_188,188,1000,1002,24,flasher,63,33,corner,Y,313,NA,8004,15-Nov,989.0010306,19864,NA,NA,NA,0,0,0,3.4,2.3,0,0,0,0,0,
CK244,CT2019_189,189,1004,1008,24,flasher,73,45,corner,N,314,CF90,8004,16-20,989.0010306,19951,91,8199,V13P,0,0,0,6,3.5,0,0,0,0,0,
CK245,CT2019_189,189,1025,1027,24,flasher,65,37,corner,N,315,NA,8004,21-25,989.0010306,19958,NA,NA,NA,0,0,0,8.5,5.6,0,0,0,0,0,
CK246,CT2019_191,191,1123,1125,30,flasher,63,36,corner,N,316,NA,8004,26-30,989.0010306,19939,NA,NA,NA,1,0,0,2.5,1.7,0,0,0,0,0,
CK247,CT2019_192,192,1156,1200,32,flasher,80,47,snout,N,317,CF91,8004,31-35,989.0010306,19895,92,8200,V13P,2,0,0,9.2,5.5,0,0,0,0,0,snout wound
CK248,CT2019_192,192,1200,1204,12,spoon,74,42,corner,N,318,CF92,8004,36-40,989.0010306,19933,93,8201,V13P,0,0,0,9,5.6,0,0,0,0,0,
CK249,CT2019_193,193,1232,1235,26,flasher,63,37,corner,N,319,NA,8004,41-45,989.0010306,19884,NA,NA,NA,0,1,0,5.5,2.4,0,0,0,0,0,
CK250,CT2019_193,193,1300,1304,26,flasher,73,43,corner,N,320,CF93,8004,46-50,989.0010306,19901,94,8202,V13P,0,0,0,9.3,3.6,0,0,0,0,0,
CK251,CT2019_194,194,1310,1312,30,flasher,62,33,corner,N,321,NA,8017,5-Jan,989.0010306,19937,NA,NA,NA,0,0,0,6.3,4.7,0,0,0,0,0,
CK252,CT2019_194,194,1315,1319,26,flasher,81,44,corner,N,322,CF94,8017,10-Jun,989.0010306,19914,95,8203,V13P,0,0,0,5.5,3.8,0,0,0,0,0,
CK253,CT2019_194,194,1320,1322,30,flasher,58,32,corner,N,323,NA,8017,15-Nov,989.0010306,19955,NA,NA,NA,1,0,0,4.1,2.1,0,0,0,0,0,bleed
CK254,CT2019_194,194,1328,1332,26,flasher,84,47,corner,N,324,CF95,8017,16-20,989.0010306,19872,96,8204,V13P,2,0,0,6.3,5.3,0,0,0,0,0,tail damage and bleed
CK255,CT2019_195,195,1345,1347,32,flasher,72,43,eye,N,325,NA,8017,21-25,989.0010306,19953,NA,NA,NA,1,0,0,6.5,5.4,0,0,0,0,0,
CK256,CT2019_195,195,1348,1352,30,flasher,91,55,corner,N,326,CF96,8017,26-30,989.0010306,19879,97,8205,V13P,0,0,0,10.4,5.8,0,0,0,0,1,
CK257,CT2019_195,195,1359,1401,24,spoon,82,48,corner,Y,327,NA,8017,31-35,989.0010306,19935,NA,NA,NA,0,0,0,6,4.4,0,0,0,0,0,
CK258,CT2019_196,196,1413,1416,26,flasher,65,40,corner,N,328,NA,8017,36-40,989.0010306,19926,NA,NA,NA,0,0,0,6.7,4.6,0,0,0,0,0,
CK259,CT2019_196,196,1429,1434,32,flasher,84,51,snout,N,329,CF97,8017,41-45,989.0010306,19896,NA,NA,NA,0,0,0,9.5,6.5,0,0,0,0,0,thrashed; no acoustic
CK260,CT2019_201,201,1601,1604,28,flasher,69,38,eye,Y,330,NA,8017,46-50,989.0010306,19885,NA,NA,NA,2,0,0,5.7,2.9,0,0,0,0,0,
CK261,CT2019_201,201,1607,1611,26,flasher,78,48,corner,Y,331,CF98,8018,5-Jan,989.0010306,19945,98,8206,V13P,0,0,0,10.4,6.4,0,0,0,0,0,
CK262,CT2019_203,203,1718,1721,26,flasher,85,50,corner,N,332,CF99,8018,10-Jun,989.0010306,19927,99,8207,V13P,0,0,1,9.1,6,0,0,0,0,0,RECAPTURED (see file)
CK263,CT2019_203,203,1731,1733,30,flasher,73,41,corner,N,333,NA,8018,15-Nov,989.0010306,19919,NA,NA,NA,2,0,0,8.7,5,0,0,0,0,0,belly wound
CK264,CT2019_204,204,1751,1753,26,flasher,63,37,eye,Y,334,NA,8018,16-20,989.0010306,19880,NA,NA,NA,2,1,0,7.6,5.5,0,0,0,0,0,repeated tag code; replaced w/ most likely alternative
CK265,CT2019_204,204,1759,1801,30,flasher,70,41,corner,Y,335,NA,8018,21-25,989.0010306,19868,NA,NA,NA,1,0,0,3.6,1.5,0,0,0,0,0,
CK266,CT2019_205,205,701,703,24,flasher,57,30,corner,Y,336,CF101,8018,26-30,989.0010306,19898,NA,NA,NA,0,0,0,3.9,1.1,0,0,0,0,0,
CK267,CT2019_206,206,725,730,24,flasher,87,49,corner,N,337,NA,8018,31-35,989.0010306,19957,100,8208,V13P,0,1,1,10.1,4.9,0,0,0,0,0,
CK268,CT2019_208,208,821,823,16,spoon,81,47,eye,Y,338,NA,8018,36-40,989.0010306,19947,NA,NA,NA,2,0,0,6.3,4.5,0,0,0,0,0,eye wound
CK269,CT2019_208,208,830,832,28,flasher,75,44,corner,N,339,NA,8018,41-45,989.0010306,19886,NA,NA,NA,2,0,1,5.7,3.5,0,0,0,0,0,eye wound
CK270,CT2019_209,209,845,847,24,flasher,60,30,corner,Y,340,NA,8018,46-50,989.0010306,19882,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK271,CT2019_209,209,848,851,28,flasher,70,41,corner,N,341,NA,8014,5-Jan,989.0010306,19870,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK272,CT2019_209,209,852,854,20,spoon,67,39,corner,N,342,NA,8014,10-Jun,989.0010306,19931,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK273,CT2019_209,209,855,857,26,spoon,65,39,corner,Y,343,NA,8014,15-Nov,989.0010306,19943,NA,NA,NA,0,0,1,NA,NA,0,0,0,0,0,
CK274,CT2019_210,210,909,911,28,flasher,65,36,corner,Y,344,NA,8014,16-20,989.0010306,19952,NA,NA,NA,0,1,0,NA,NA,0,0,0,0,0,
CK275,CT2019_210,210,925,927,26,spoon,63,34,corner,Y,345,NA,8014,21-25,989.0010306,19956,NA,NA,NA,0,1,0,NA,NA,0,0,0,0,0,
CK276,CT2019_211,211,938,940,28,spoon,51,28,corner,Y,346,NA,8014,26-30,989.0010306,19902,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK277,CT2019_211,211,942,945,30,flasher,61,34,corner,Y,347,NA,8014,31-35,989.0010306,19871,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK278,CT2019_212,212,1025,1028,28,flasher,76,42,corner,N,348,NA,8014,36-40,989.0010306,19903,NA,NA,NA,0,0,1,NA,NA,0,0,0,0,0,yellow polymer tag
CK279,CT2019_213,213,1038,1040,28,flasher,76,45,corner,Y,349,NA,8014,41-45,989.0010306,19891,NA,NA,NA,2,0,0,NA,NA,0,0,0,0,0,blood
CK280,CT2019_213,213,1044,1046,26,spoon,55,29,corner,N,350,NA,8014,46-50,989.0010306,19867,NA,NA,NA,1,0,0,NA,NA,0,0,0,0,0,blood
CK281,CT2019_213,213,1100,1102,24,flasher,65,37,corner,N,351,NA,8019,5-Jan,989.0010306,19954,NA,NA,NA,0,1,0,NA,NA,0,0,0,0,0,
CK282,CT2019_213,213,1102,1104,28,flasher,63,37,corner,N,352,NA,8019,10-Jun,989.0010306,19890,NA,NA,NA,1,0,0,NA,NA,0,0,0,0,0,blood
CK283,CT2019_214,214,1107,1109,24,flasher,65,38,corner,N,353,NA,8019,15-Nov,989.0010306,19941,NA,NA,NA,1,0,0,NA,NA,0,0,0,0,0,face wound
CK284,CT2019_214,214,1112,1114,24,flasher,63,34,corner,N,354,NA,8019,16-20,989.0010306,19930,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK285,CT2019_214,214,1122,NA,24,spoon,59,32,gill,Y,355,NA,8019,21-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead
CK286,CT2019_214,214,1125,1127,28,flasher,59,33,corner,Y,356,NA,8019,26-30,989.0010306,19918,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK287,CT2019_214,214,1128,1130,24,flasher,68,38,corner,N,357,NA,8019,31-35,989.0010306,19940,NA,NA,NA,0,0,3,NA,NA,0,0,0,0,0,
CK288,CT2019_215,215,1135,1137,28,flasher,71,40,corner,N,358,NA,8019,36-40,989.0010306,19959,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK289,CT2019_215,215,1137,1139,24,flasher,66,39,corner,N,359,NA,8019,41-45,989.0010306,19923,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,
CK290,CT2019_219,219,1333,1335,26,flasher,70,39,corner,Y,360,NA,8019,46-50,989.0010306,19925,NA,NA,NA,1,0,0,6.2,4.1,0,0,0,0,0,blood
CK291,CT2019_219,219,1337,1339,16,spoon,66,36,corner,N,361,NA,8005,5-Jan,989.0010306,19900,NA,NA,NA,1,0,3,3.5,1.8,0,0,0,0,0,
CK292,CT2019_219,219,1340,1343,20,spoon,72,47,corner,Y,362,NA,8005,10-Jun,989.0010306,19906,NA,NA,NA,0,0,0,6.5,5.4,0,0,0,0,0,
CK293,CT2019_219,219,1344,1346,28,flasher,74,43,corner,Y,363,NA,8005,15-Nov,989.0010306,19929,NA,NA,NA,0,0,0,4.7,2.8,0,0,0,0,0,lots of lice
CK294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped between years
CK295,CT2020_001,1,715,719,24,flasher,65,33,corner,N,20_001,NA,8020,5-Jan,989.0010306,19887,NA,NA,NA,0,0,1,1.9,1.5,0,0,0,0,0,
CK296,CT2020_011,11,1121,1126,26,flasher,68,40,corner,N,20_002,NA,8020,10-Jun,989.0010306,19892,102,10396,V13P,0,1,1,7.7,5.5,0,0,0,0,0,
CK297,CT2020_014,14,1252,1256,16,spoon,70,38,corner,N,20_003,100,8020,15-Nov,989.0010306,19934,103,10397,V13P,0,0,0,18.6,18.5,0,0,0,0,0,
CK298,CT2020_015,15,1314,1319,22,flasher,86,51,corner,N,20_004,102,8020,16-20,989.0010306,19865,104,10398,V13P,0,0,0,18.4,16.6,0,0,0,0,0,RECAPTURED (see file)
CK299,CT2020_020,20,903,908,28,flasher,63,36,corner,Y,20_021,103,8021,5-Jan,989.0010306,19905,105,10399,V13P,0,0,0,3.1,2.9,0,0,0,0,0,
CK300,CT2020_022,22,1008,1012,16,spoon,69,43,snout,Y,20_022,104,8021,10-Jun,989.0010306,19888,106,10400,V13P,0,0,0,9.7,8.3,0,0,0,0,0,RECAPTURED (see file)
CK301,CT2020_024,24,1045,1049,20,flasher,82,54,corner,N,20_023,105,8021,15-Nov,989.0010306,19909,107,10401,V13P,0,1,1,14.2,12.5,0,0,0,0,0,
CK302,CT2020_025,25,1101,1106,28,flasher,67,41,corner,N,20_024,106,8021,16-20,989.0010306,19911,108,10402,V13P,1,0,0,7.8,6.9,0,0,0,0,0,
CK303,CT2020_025,25,1108,1112,16,flasher,78,45,corner,N,20_025,107,8021,21-25,989.0010306,19936,109,10403,V13P,1,1,0,5.7,5.6,0,0,0,0,0,
